"artist","song","explicit","year","popularity","speechiness","tempo","genre"
"Azealia Banks","212",TRUE,2014,0,0.258,126.017,"hip hop, pop, R&B"
"Maroon 5","Payphone",TRUE,2012,82,0.0414,110.015,"pop"
"James Arthur","Impossible",FALSE,2013,75,0.0933,169.533,"pop"
"Michel Teló","Ai Se Eu Te Pego - Live",FALSE,2012,0,0.0692,96.055,"country, latin"
"Otto Knows","Million Voices - Radio Edit",FALSE,2012,0,0.041,125.946,"pop, Dance/Electronic"
"Icona Pop","I Love It",TRUE,2012,51,0.0296,125.953,"pop, Dance/Electronic"
"Tyga","Rack City",TRUE,2012,61,0.371,98.986,"hip hop, pop"
"Calvin Harris","Feel So Close - Radio Edit",FALSE,2012,79,0.031,127.937,"hip hop, pop, Dance/Electronic"
"Jennifer Lopez","Dance Again",FALSE,2012,0,0.0696,127.974,"hip hop, pop, R&B"
"Grimes","Oblivion",FALSE,2012,0,0.0338,155.974,"pop, rock, Dance/Electronic"
"Adele","Rumour Has It",FALSE,2011,0,0.0445,120.052,"pop, R&B"
"Chris Brown","Turn Up the Music",FALSE,2012,64,0.102,129.925,"hip hop, pop, R&B"
"Frank Ocean","Lost",TRUE,2012,64,0.226,123.061,"hip hop, pop, R&B"
"Calvin Harris","Let's Go (feat. Ne-Yo)",FALSE,2012,66,0.0595,128.016,"hip hop, pop, Dance/Electronic"
"The Script","Hall of Fame (feat. will.i.am)",FALSE,2012,78,0.0564,84.786,"pop, rock"
"Swedish House Mafia","Don't You Worry Child - Radio Edit",FALSE,2012,76,0.0509,129.042,"pop, Dance/Electronic"
"MARINA","How to Be a Heartbreaker",FALSE,2012,50,0.0506,140.05,"pop, Dance/Electronic"
"Justin Bieber","Boyfriend",FALSE,2012,63,0.0519,96.979,"pop"
"David Guetta","Titanium (feat. Sia)",FALSE,2012,79,0.103,126.062,"hip hop, pop, Dance/Electronic"
"Jessie J","Domino",FALSE,2011,74,0.034,126.986,"hip hop, pop"
"Taylor Swift","I Knew You Were Trouble.",FALSE,2012,59,0.0363,77.019,"pop"
"ScHoolboy Q","Hands on the Wheel (feat. Asap Rocky)",TRUE,2012,61,0.108,127.839,"hip hop, pop"
"P!nk","Try",FALSE,2012,76,0.03,103.998,"pop"
"Robbie Williams","Candy",FALSE,2012,68,0.0414,116.043,"pop, rock"
"Snoop Dogg","Young, Wild & Free (feat. Bruno Mars)",TRUE,2011,77,0.137,95.078,"hip hop, pop"
"Justin Bieber","As Long As You Love Me",FALSE,2012,67,0.1,139.691,"pop"
"Rita Ora","R.I.P. (feat. Tinie Tempah)",FALSE,2012,46,0.0479,72.022,"hip hop, pop, Dance/Electronic"
"Alex Clare","Too Close",FALSE,2011,60,0.0387,126.027,"rock"
"Tyga","Faded",TRUE,2012,58,0.188,95.073,"hip hop, pop"
"Alesso","Years - ラジオ・エディット",FALSE,2012,0,0.0805,128.008,"pop, Dance/Electronic"
"Guy Sebastian","Battle Scars (feat. Lupe Fiasco)",FALSE,2012,0,0.206,83.993,"pop"
"Katy Perry","The One That Got Away",FALSE,2012,72,0.0353,133.962,"pop"
"Avicii","Silhouettes - Original Radio Edit",FALSE,2012,53,0.0545,128.074,"pop, Dance/Electronic"
"Gotye","Somebody That I Used To Know",FALSE,2011,57,0.0358,129.054,"set()"
"Flo Rida","Wild Ones (feat. Sia)",FALSE,2012,77,0.0554,127.075,"hip hop, pop"
"One Direction","What Makes You Beautiful",FALSE,2012,82,0.0737,124.99,"pop"
"Lana Del Rey","Born To Die",FALSE,2012,53,0.0439,75.223,"pop"
"Kesha","C'Mon",FALSE,2012,0,0.0963,126.025,"pop, Dance/Electronic"
"Owl City","Good Time",FALSE,2012,77,0.14,126.05,"rock, pop"
"Calvin Harris","We'll Be Coming Back (feat. Example)",FALSE,2012,62,0.0873,127.945,"hip hop, pop, Dance/Electronic"
"Emeli Sandé","Read All About It, Pt. III",FALSE,2012,65,0.0249,98.082,"pop, R&B"
"Ellie Goulding","Lights - Single Version",FALSE,2010,63,0.0367,120.008,"pop, rock, Dance/Electronic"
"Train","Drive By",FALSE,2012,77,0.032,122.028,"pop"
"Disclosure","Latch",FALSE,2013,74,0.167,121.985,"pop, Dance/Electronic"
"Coldplay","Princess of China",FALSE,2011,66,0.0347,85.014,"rock, pop"
"One Direction","Live While We're Young",FALSE,2012,0,0.0543,126.015,"pop"
"Gym Class Heroes","Ass Back Home (feat. Neon Hitch)",TRUE,2011,61,0.0513,130.034,"hip hop, pop"
"Carrie Underwood","Blown Away",FALSE,2012,63,0.0429,136.991,"pop, country"
"alt-J","Breezeblocks",FALSE,2012,71,0.0344,150.071,"rock"
"Chris Brown","Don't Wake Me Up",FALSE,2012,62,0.051,127.967,"hip hop, pop, R&B"
"Kelly Clarkson","Stronger (What Doesn't Kill You)",FALSE,2011,74,0.0475,116.044,"pop, R&B"
"Drake","The Motto",TRUE,2011,74,0.356,201.8,"hip hop, pop, R&B"
"Katy Perry","Wide Awake",FALSE,2012,65,0.0367,159.814,"pop"
"Rita Ora","How We Do (Party)",TRUE,2012,48,0.0833,116.024,"hip hop, pop, Dance/Electronic"
"Rudimental","Feel the Love (feat. John Newman)",FALSE,2013,64,0.0593,179.911,"pop, Dance/Electronic"
"Lana Del Rey","Ride",TRUE,2012,66,0.034,93.763,"pop"
"Ne-Yo","Let Me Love You (Until You Learn To Love Yourself)",FALSE,2012,69,0.0393,124.91,"pop, R&B"
"Demi Lovato","Give Your Heart a Break",FALSE,2011,71,0.0487,123.008,"pop"
"Drake","Take Care",TRUE,2011,75,0.265,121.845,"hip hop, pop, R&B"
"Little Mix","Wings",FALSE,2012,0,0.127,114.962,"pop"
"Bruno Mars","It Will Rain",FALSE,2011,74,0.0486,150.017,"pop"
"Cher Lloyd","Want U Back",FALSE,2011,67,0.076,97.954,"pop, Dance/Electronic"
"Lorde","Royals",FALSE,2013,77,0.122,84.878,"pop, Dance/Electronic"
"Robin Thicke","Blurred Lines",FALSE,2013,55,0.0489,120,"pop, R&B"
"Imagine Dragons","Radioactive",FALSE,2012,77,0.0627,136.245,"rock"
"Avicii","Wake Me Up",FALSE,2013,6,0.0523,124.08,"pop, Dance/Electronic"
"Macklemore & Ryan Lewis","Thrift Shop (feat. Wanz)",TRUE,2012,1,0.293,94.992,"hip hop, pop"
"Daft Punk","Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit",FALSE,2013,83,0.038,116.047,"hip hop, Dance/Electronic"
"will.i.am","Scream & Shout",TRUE,2013,78,0.0696,130.033,"hip hop, pop"
"Stromae","Papaoutai",FALSE,2013,0,0.0859,116.019,"pop"
"Bingo Players","Get Up (Rattle) - Vocal Edit",FALSE,2013,1,0.0645,127.99,"pop, Dance/Electronic"
"Naughty Boy","La La La",FALSE,2013,58,0.0316,124.988,"Dance/Electronic"
"Tom Odell","Another Love",TRUE,2013,88,0.04,122.769,"pop"
"2 Chainz","We Own It (Fast & Furious)",FALSE,2013,69,0.402,171.999,"hip hop, pop"
"David Guetta","Play Hard (feat. Ne-Yo & Akon)",FALSE,2012,69,0.0533,130.072,"hip hop, pop, Dance/Electronic"
"Pitbull","Feel This Moment (feat. Christina Aguilera)",FALSE,2012,77,0.158,135.956,"hip hop, pop, latin"
"will.i.am","#thatPOWER",FALSE,2013,68,0.0584,127.999,"hip hop, pop"
"Lil Wayne","Love Me",TRUE,2013,68,0.0327,124.906,"hip hop, pop"
"Macklemore & Ryan Lewis","Can't Hold Us (feat. Ray Dalton)",FALSE,2012,81,0.0786,146.078,"hip hop, pop"
"Martin Garrix","Animals - Radio Edit",FALSE,2013,0,0.0363,128.015,"pop, Dance/Electronic"
"Jason Derulo","Talk Dirty (feat. 2 Chainz)",TRUE,2013,56,0.232,100.315,"hip hop, pop"
"John Newman","Love Me Again",FALSE,2013,74,0.0441,126.03,"set()"
"Britney Spears","Work B**ch",TRUE,2013,0,0.15,128.012,"pop"
"The Neighbourhood","Sweater Weather",FALSE,2013,89,0.0336,124.053,"rock, pop"
"Sebastian Ingrosso","Reload - Radio Edit",FALSE,2013,68,0.0521,128.045,"pop, Dance/Electronic"
"Capital Cities","Safe And Sound",FALSE,2013,0,0.0309,117.952,"pop"
"Demi Lovato","Heart Attack",FALSE,2013,79,0.104,173.968,"pop"
"Arctic Monkeys","Why'd You Only Call Me When You're High?",FALSE,2013,84,0.0368,92.004,"rock"
"Justin Bieber","Beauty And A Beat",FALSE,2012,73,0.0593,128.003,"pop"
"Eminem","The Monster",TRUE,2013,75,0.0715,110.049,"hip hop"
"Pitbull","Don't Stop the Party (feat. TJR)",FALSE,2012,64,0.0912,127.008,"hip hop, pop, latin"
"Selena Gomez","Come & Get It",FALSE,2013,69,0.0517,79.979,"pop"
"P!nk","True Love (feat. Lily Allen)",TRUE,2012,71,0.311,192.205,"pop"
"Disclosure","White Noise",FALSE,2013,54,0.0501,119.978,"pop, Dance/Electronic"
"Flo Rida","I Cry",FALSE,2012,60,0.0439,126.035,"hip hop, pop"
"Kanye West","Black Skinhead",TRUE,2013,0,0.322,130.089,"hip hop"
"Lana Del Rey","Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix",FALSE,2013,72,0.0558,126.052,"pop"
"Eminem","Berzerk",TRUE,2013,66,0.333,95.084,"hip hop"
"Icona Pop","I Love It (feat. Charli XCX)",TRUE,2013,68,0.0284,125.916,"pop, Dance/Electronic"
"Fall Out Boy","My Songs Know What You Did In The Dark (Light Em Up)",FALSE,2013,71,0.064,151.99,"rock"
"Lorde","Team",FALSE,2013,0,0.0939,100.05,"pop, Dance/Electronic"
"Avicii","I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit",FALSE,2012,68,0.0374,127.946,"pop, Dance/Electronic"
"Imagine Dragons","Demons",FALSE,2012,81,0.0321,89.938,"rock"
"One Direction","One Way or Another (Teenage Kicks)",FALSE,2013,66,0.071,162.131,"pop"
"Taylor Swift","I Knew You Were Trouble.",FALSE,2012,76,0.0363,77.019,"pop"
"Arctic Monkeys","Do I Wanna Know?",FALSE,2013,84,0.0323,85.03,"rock"
"Rudimental","Waiting All Night (feat. Ella Eyre)",FALSE,2013,66,0.05,174.983,"pop, Dance/Electronic"
"Klangkarussell","Sonnentanz - Sun Don't Shine",FALSE,2014,68,0.0909,119.74,"pop, Dance/Electronic"
"Calvin Harris","Drinking from the Bottle (feat. Tinie Tempah)",FALSE,2012,61,0.0514,128.062,"hip hop, pop, Dance/Electronic"
"A$AP Rocky","F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",TRUE,2013,76,0.275,95.967,"hip hop"
"Ylvis","The Fox (What Does the Fox Say?)",FALSE,2013,63,0.0453,128.008,"hip hop"
"Ellie Goulding","Burn",FALSE,2014,70,0.0432,87.016,"pop, rock, Dance/Electronic"
"Baauer","Harlem Shake",FALSE,2013,57,0.0483,137.825,"Dance/Electronic"
"Calvin Harris","I Need Your Love (feat. Ellie Goulding)",FALSE,2012,70,0.0483,124.989,"hip hop, pop, Dance/Electronic"
"Katy Perry","This Is How We Do",FALSE,2013,60,0.0457,96,"pop"
"AWOLNATION","Sail",FALSE,2011,2,0.0568,119.038,"pop, rock"
"Duke Dumont","Need U (100%) [feat. A*M*E] - Radio Edit",FALSE,2013,27,0.049,124.047,"pop, Dance/Electronic"
"Jason Derulo","The Other Side",FALSE,2013,50,0.1,127.923,"hip hop, pop"
"Storm Queen","Look Right Through - MK Vocal Edit",FALSE,2014,0,0.081,119.995,"Dance/Electronic"
"Calvin Harris","Sweet Nothing (feat. Florence Welch)",FALSE,2012,71,0.109,127.934,"hip hop, pop, Dance/Electronic"
"Katy Perry","Unconditionally",FALSE,2013,0,0.0387,129.003,"pop"
"Wale","Bad (feat. Rihanna) - Remix",TRUE,2013,61,0.0748,114.038,"hip hop, pop, R&B"
"Ciara","Body Party",FALSE,2013,64,0.0563,133.973,"pop, R&B"
"Drake","Started From the Bottom",TRUE,2013,65,0.161,86.307,"hip hop, pop, R&B"
"Birdy","Wings",FALSE,2013,48,0.0253,83.235,"pop"
"Bastille","Of The Night",FALSE,2013,61,0.0427,125.01,"pop, rock"
"Olly Murs","Dear Darlin'",FALSE,2012,59,0.0454,124.021,"pop, Dance/Electronic"
"Katy Perry","Roar",FALSE,2013,73,0.0418,179.984,"pop"
"Blake Shelton","Sure Be Cool If You Did",FALSE,2013,56,0.035,136.802,"country"
"Calvin Harris","Thinking About You (feat. Ayah Marar)",FALSE,2012,65,0.0396,127.985,"hip hop, pop, Dance/Electronic"
"JAY-Z","Holy Grail",TRUE,2013,62,0.0831,145.082,"hip hop"
"Bridgit Mendler","Ready or Not",FALSE,2012,72,0.0509,93.043,"pop"
"The Saturdays","What About Us",FALSE,2013,61,0.0581,123.973,"pop, Dance/Electronic"
"Bastille","Pompeii",FALSE,2013,74,0.0407,127.435,"pop, rock"
"One Direction","Best Song Ever",FALSE,2013,76,0.0465,118.491,"pop"
"Nelly","Hey Porsche",TRUE,2013,57,0.029,115.995,"hip hop, pop, R&B"
"Zedd","Clarity",FALSE,2012,0,0.0753,128.006,"hip hop, pop, Dance/Electronic"
"Miley Cyrus","Wrecking Ball",FALSE,2013,77,0.0342,119.964,"pop"
"Chris Brown","Fine China",FALSE,2013,0,0.056,104.038,"hip hop, pop, R&B"
"Daft Punk","Lose Yourself to Dance (feat. Pharrell Williams)",FALSE,2013,69,0.057,100.163,"hip hop, Dance/Electronic"
"Armin van Buuren","This Is What It Feels Like",FALSE,2013,66,0.03,129.885,"pop, Dance/Electronic"
"Justin Timberlake","Mirrors",FALSE,2013,78,0.0503,76.899,"pop"
"Bruno Mars","Treasure",TRUE,2012,78,0.0431,116.017,"pop"
"Of Monsters and Men","Little Talks",FALSE,2012,79,0.032,102.961,"pop, rock, Folk/Acoustic"
"Miley Cyrus","We Can't Stop",FALSE,2013,78,0.0334,80.003,"pop"
"J. Cole","Power Trip (feat. Miguel)",TRUE,2013,0,0.217,99.991,"hip hop"
"Paramore","Still into You",FALSE,2013,79,0.044,136.01,"pop, rock"
"Christina Perri","human",FALSE,2013,59,0.0368,143.808,"pop"
"Drake","Hold On, We're Going Home",FALSE,2013,72,0.0961,99.993,"hip hop, pop, R&B"
"James Blunt","Bonfire Heart",FALSE,2013,0,0.0527,118.021,"pop"
"Maroon 5","Daylight",FALSE,2012,66,0.0269,120.001,"pop"
"Childish Gambino","3005",TRUE,2013,0,0.289,82.92,"hip hop"
"Avril Lavigne","Here's to Never Growing Up",TRUE,2013,0,0.101,164.986,"pop"
"Taylor Swift","22",FALSE,2012,68,0.0376,103.987,"pop"
"Passenger","Let Her Go",FALSE,2012,73,0.0572,75.089,"pop"
"Ariana Grande","The Way",FALSE,2013,65,0.113,82.324,"pop"
"Rihanna","Stay",FALSE,2012,76,0.0283,111.893,"hip hop, pop, R&B"
"Justin Timberlake","Suit & Tie (feat. Jay-Z)",TRUE,2013,67,0.219,101.985,"pop"
"Bruno Mars","When I Was Your Man",FALSE,2012,83,0.0434,72.795,"pop"
"Florida Georgia Line","Cruise",FALSE,2012,57,0.0354,148,"country"
"Pharrell Williams","Happy - From ""Despicable Me 2""",FALSE,2014,79,0.183,160.019,"hip hop, pop"
"Katy Perry","Dark Horse",FALSE,2013,74,0.0512,131.934,"pop"
"ScHoolboy Q","Collard Greens",TRUE,2014,0,0.064,153.972,"hip hop, pop"
"Iggy Azalea","Fancy",TRUE,2014,69,0.0697,94.981,"hip hop, pop"
"Maroon 5","Animals",FALSE,2014,79,0.0898,189.868,"pop"
"Sam Smith","Stay With Me",FALSE,2014,80,0.0414,84.094,"pop"
"MAGIC!","Rude",FALSE,2014,80,0.0381,144.033,"set()"
"Sia","Chandelier",FALSE,2014,78,0.0499,117.089,"pop"
"John Legend","All of Me",FALSE,2013,84,0.0322,119.93,"pop, R&B"
"ZHU","Faded",FALSE,2014,49,0.0487,124.96,"Dance/Electronic"
"Meghan Trainor","All About That Bass",TRUE,2015,72,0.0503,134.052,"pop"
"David Guetta","Lovers on the Sun (feat. Sam Martin)",FALSE,2014,50,0.0387,124.915,"hip hop, pop, Dance/Electronic"
"Iggy Azalea","Black Widow",TRUE,2014,67,0.124,163.99,"hip hop, pop"
"Tove Lo","Habits (Stay High)",FALSE,2014,74,0.0315,110.003,"pop, Dance/Electronic"
"Oliver Heldens","Gecko (Overdrive) - Radio Edit",FALSE,2014,67,0.0642,124.959,"pop, Dance/Electronic"
"DJ Snake","You Know You Like It",FALSE,2014,69,0.188,196.093,"hip hop, pop, Dance/Electronic"
"Maroon 5","Maps",FALSE,2014,0,0.0295,120.003,"pop"
"David Guetta","Bad (feat. Vassy) - Radio Edit",FALSE,2014,45,0.088,127.966,"hip hop, pop, Dance/Electronic"
"Tinashe","2 On (feat. ScHoolboy Q)",TRUE,2014,71,0.107,101.013,"hip hop, pop, R&B, Dance/Electronic"
"Route 94","My Love (feat. Jess Glynne)",FALSE,2014,72,0.0492,119.976,"pop, Dance/Electronic"
"Taylor Swift","Bad Blood",FALSE,2014,54,0.19,170.216,"pop"
"Trey Songz","Na Na",FALSE,2015,62,0.0406,96.975,"hip hop, pop, R&B"
"Calvin Harris","Under Control (feat. Hurts)",FALSE,2014,72,0.0841,126.094,"hip hop, pop, Dance/Electronic"
"O.T. Genasis","CoCo",TRUE,2014,61,0.131,119.906,"hip hop, pop"
"Jason Derulo","Wiggle (feat. Snoop Dogg)",FALSE,2013,66,0.25,81.946,"hip hop, pop"
"Lilly Wood and The Prick","Prayer in C - Robin Schulz Radio Edit",FALSE,2014,66,0.0258,123.002,"pop, rock"
"Jeremih","Don't Tell 'Em",TRUE,2015,74,0.0997,98.052,"hip hop, pop, R&B"
"Nicki Minaj","Anaconda",TRUE,2014,66,0.179,129.994,"hip hop, pop"
"Calvin Harris","Blame (feat. John Newman)",FALSE,2014,75,0.0808,128.024,"hip hop, pop, Dance/Electronic"
"DJ Snake","Turn Down for What",FALSE,2013,70,0.156,100.014,"hip hop, pop, Dance/Electronic"
"Pitbull","Timber (feat. Ke$ha)",FALSE,2012,80,0.0981,129.992,"hip hop, pop, latin"
"OneRepublic","Counting Stars",FALSE,2014,62,0.0385,122.014,"pop"
"Bobby Shmurda","Hot N*gga",TRUE,2014,73,0.42,167.879,"hip hop, pop"
"Calvin Harris","Summer",FALSE,2014,21,0.0325,127.962,"hip hop, pop, Dance/Electronic"
"ScHoolboy Q","Man Of The Year",TRUE,2014,0,0.0428,111.959,"hip hop, pop"
"Nico & Vinz","Am I Wrong",FALSE,2014,76,0.0312,119.968,"hip hop, pop"
"Becky G","Shower",FALSE,2014,78,0.0487,119.987,"pop, latin"
"Sigma","Nobody To Love - Radio Edit",FALSE,2014,62,0.0436,175.001,"pop, Dance/Electronic"
"The Chainsmokers","#SELFIE - Original Mix",FALSE,2014,0,0.248,127.955,"pop, Dance/Electronic"
"Lorde","Team",FALSE,2013,76,0.0929,99.961,"pop, Dance/Electronic"
"Rixton","Me And My Broken Heart",FALSE,2014,77,0.0345,174.084,"pop"
"Klingande","Jubel - Radio Edit",FALSE,2013,50,0.0343,124.938,"pop, Dance/Electronic"
"Mr. Probz","Waves - Robin Schulz Radio Edit",FALSE,2014,2,0.0369,119.993,"hip hop, Dance/Electronic"
"Paloma Faith","Only Love Can Hurt Like This",FALSE,2014,80,0.0818,90.99,"pop, R&B, Dance/Electronic"
"Kiesza","Hideaway",FALSE,2014,64,0.0483,122.993,"pop, Dance/Electronic"
"Ariana Grande","Break Free",FALSE,2014,0,0.0455,129.956,"pop"
"Kid Ink","Show Me (feat. Chris Brown)",TRUE,2014,68,0.0502,98.098,"hip hop, pop"
"Tove Lo","Talking Body",TRUE,2014,66,0.0338,119.999,"pop, Dance/Electronic"
"Chris Brown","Loyal (feat. Lil Wayne & Tyga)",TRUE,2014,72,0.049,99.059,"hip hop, pop, R&B"
"OneRepublic","Love Runs Out",FALSE,2014,59,0.0589,120.022,"pop"
"Olly Murs","Up (feat. Demi Lovato)",FALSE,2014,0,0.0339,114.948,"pop, Dance/Electronic"
"Peking Duk","High (feat. Nicole Millar)",FALSE,2014,48,0.0492,100.094,"Dance/Electronic"
"Milky Chance","Stolen Dance",FALSE,2014,73,0.0378,114.016,"set()"
"Ed Sheeran","Don't",FALSE,2014,72,0.0659,95.049,"pop"
"Ariana Grande","Love Me Harder",FALSE,2014,74,0.0334,98.992,"pop"
"Enrique Iglesias","Bailando - Spanish Version",FALSE,2014,66,0.105,90.949,"pop, latin"
"Avicii","Hey Brother",FALSE,2013,2,0.0436,125.014,"pop, Dance/Electronic"
"Jessie J","Bang Bang",FALSE,2014,77,0.091,150.028,"hip hop, pop"
"Duke Dumont","I Got U",FALSE,2014,67,0.035,120.837,"pop, Dance/Electronic"
"Gorgon City","Ready For Your Love",FALSE,2014,61,0.154,121.939,"pop, Dance/Electronic"
"Taylor Swift","Style",FALSE,2014,61,0.0402,94.933,"pop"
"MKTO","Classic",FALSE,2012,82,0.124,102.071,"hip hop, pop"
"Ariana Grande","Problem",FALSE,2014,73,0.153,103.008,"pop"
"Charli XCX","Boom Clap",FALSE,2014,49,0.0786,91.999,"pop, Dance/Electronic"
"One Direction","Steal My Girl",FALSE,2014,79,0.0347,77.217,"pop"
"Tiësto","Red Lights",FALSE,2013,0,0.0377,124.989,"pop, Dance/Electronic"
"Selena Gomez","The Heart Wants What It Wants",FALSE,2014,58,0.0377,83.066,"pop"
"Rita Ora","I Will Never Let You Down",FALSE,2014,65,0.0296,128.011,"hip hop, pop, Dance/Electronic"
"5 Seconds of Summer","She Looks So Perfect",FALSE,2014,74,0.132,160.025,"pop"
"The Script","Superheroes",FALSE,2014,74,0.0396,166.996,"pop, rock"
"Taylor Swift","Shake It Off",FALSE,2014,79,0.165,160.078,"pop"
"One Direction","Night Changes",FALSE,2014,83,0.0353,120.001,"pop"
"Ed Sheeran","Sing",FALSE,2014,69,0.0472,119.988,"pop"
"Alesso","Heroes (we could be)",FALSE,2014,52,0.0634,125.876,"pop, Dance/Electronic"
"Tiësto","Wasted",FALSE,2014,0,0.0294,112.028,"pop, Dance/Electronic"
"G.R.L.","Ugly Heart",FALSE,2014,64,0.0463,124.96,"pop"
"Coldplay","A Sky Full of Stars",FALSE,2014,80,0.0279,124.97,"rock, pop"
"Clean Bandit","Rather Be (feat. Jess Glynne)",FALSE,2014,72,0.0377,120.97,"pop, Dance/Electronic"
"Zedd","Stay The Night - Featuring Hayley Williams Of Paramore",FALSE,2014,63,0.0411,127.961,"hip hop, pop, Dance/Electronic"
"Sia","Elastic Heart",FALSE,2014,70,0.0496,130.075,"pop"
"One Direction","Story of My Life",FALSE,2013,81,0.0477,121.07,"pop"
"Alex & Sierra","Little Do You Know",FALSE,2014,75,0.0323,145.879,"pop"
"Omarion","Post to Be (feat. Chris Brown & Jhene Aiko)",TRUE,2014,55,0.0432,97.448,"hip hop, pop, R&B"
"Echosmith","Cool Kids",FALSE,2013,71,0.0336,130.027,"pop"
"Natalie La Rose","Somebody",FALSE,2014,66,0.0376,104.99,"set()"
"Vance Joy","Riptide",FALSE,2014,80,0.0379,101.654,"rock, pop"
"Beyoncé","Drunk in Love (feat. Jay-Z)",TRUE,2014,70,0.0468,140.03,"pop, R&B"
"Maroon 5","Sugar",TRUE,2014,0,0.0337,120.042,"pop"
"Ella Henderson","Ghost",FALSE,2014,63,0.0414,104.975,"pop, Dance/Electronic"
"Ed Sheeran","I See Fire - From ""The Hobbit - The Desolation Of Smaug""",FALSE,2013,71,0.0397,152.037,"pop"
"Chris Brown","New Flame (feat. Usher & Rick Ross)",TRUE,2014,67,0.041,141.967,"hip hop, pop, R&B"
"Sheppard","Geronimo",FALSE,2014,0,0.0783,142.016,"pop, rock, Dance/Electronic"
"Olly Murs","Wrapped Up (feat. Travie McCoy)",FALSE,2014,0,0.0549,121.989,"pop, Dance/Electronic"
"Sam Smith","Money On My Mind",FALSE,2014,62,0.179,133.912,"pop"
"Jason Derulo","Trumpets",FALSE,2013,53,0.236,81.897,"hip hop, pop"
"Nicki Minaj","Bed Of Lies",TRUE,2014,53,0.194,86.01,"hip hop, pop"
"Nick Jonas","Jealous - Remix",TRUE,2014,0,0.0748,93.047,"pop"
"Mark Ronson","Uptown Funk (feat. Bruno Mars)",TRUE,2015,82,0.0824,114.988,"pop"
"Ed Sheeran","Thinking out Loud",FALSE,2014,81,0.0295,78.998,"pop"
"Wiz Khalifa","See You Again (feat. Charlie Puth)",FALSE,2015,81,0.0815,80.025,"hip hop, pop"
"Justin Bieber","What Do You Mean?",FALSE,2015,77,0.0956,125.02,"pop"
"Major Lazer","Lean On (feat. MØ & DJ Snake)",FALSE,2015,73,0.0625,98.007,"hip hop, pop, Dance/Electronic"
"The Weeknd","Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",FALSE,2014,76,0.0304,119.844,"pop, R&B"
"Ellie Goulding","Love Me Like You Do - From ""Fifty Shades Of Grey""",FALSE,2015,78,0.0484,189.857,"pop, rock, Dance/Electronic"
"Calvin Harris","Outside (feat. Ellie Goulding)",FALSE,2014,78,0.0394,128.035,"hip hop, pop, Dance/Electronic"
"David Guetta","Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",FALSE,2014,75,0.151,85.979,"hip hop, pop, Dance/Electronic"
"Demi Lovato","Cool for the Summer",TRUE,2015,0,0.0386,114.101,"pop"
"Taylor Swift","Blank Space",FALSE,2014,82,0.054,95.997,"pop"
"The Weeknd","The Hills",TRUE,2015,84,0.0515,113.003,"pop, R&B"
"The Neighbourhood","Daddy Issues",FALSE,2015,85,0.0329,85.012,"rock, pop"
"Deorro","Five More Hours",FALSE,2015,66,0.219,127.961,"pop, Dance/Electronic"
"Avicii","The Nights",FALSE,2014,85,0.0433,125.983,"pop, Dance/Electronic"
"Adam Lambert","Ghost Town",TRUE,2015,46,0.046,119.955,"pop"
"Rae Sremmurd","No Type",TRUE,2015,71,0.159,125.01,"hip hop, pop"
"Taylor Swift","Bad Blood",FALSE,2015,70,0.106,170.16,"pop"
"Flo Rida","GDFR (feat. Sage the Gemini & Lookas)",FALSE,2015,49,0.0734,145.889,"hip hop, pop"
"Robin Schulz","Sugar (feat. Francesco Yates)",FALSE,2015,76,0.0581,123.063,"pop, Dance/Electronic"
"Calvin Harris","How Deep Is Your Love",FALSE,2015,76,0.0731,122.003,"hip hop, pop, Dance/Electronic"
"Philip George","Wish You Were Mine - Radio Edit",FALSE,2014,65,0.0293,123.002,"pop, Dance/Electronic"
"Fall Out Boy","Centuries",FALSE,2015,80,0.0729,176.042,"rock"
"Rob $tone","Chill Bill (feat. J. Davi$ & Spooks)",TRUE,2016,76,0.145,108.034,"hip hop"
"Lost Frequencies","Are You With Me - Radio Edit",FALSE,2014,33,0.0317,121.03,"pop, Dance/Electronic"
"Twenty One Pilots","Stressed Out",FALSE,2015,83,0.141,169.977,"rock"
"Fifth Harmony","Worth It (feat. Kid Ink)",FALSE,2015,73,0.0882,99.987,"pop"
"KALEO","Way down We Go",FALSE,2015,63,0.0528,81.663,"rock, classical"
"Sam Smith","Like I Can",FALSE,2014,79,0.0379,99.933,"pop"
"Major Lazer","Light It Up (feat. Nyla & Fuse ODG) - Remix",FALSE,2015,49,0.0666,107.985,"hip hop, pop, Dance/Electronic"
"Martin Solveig","Intoxicated - New Radio Mix",FALSE,2015,48,0.0393,125.004,"pop, Dance/Electronic"
"Avicii","Waiting For Love",FALSE,2015,79,0.0527,127.999,"pop, Dance/Electronic"
"Felix Jaehn","Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson)",FALSE,2018,72,0.0311,117.971,"hip hop, pop, Dance/Electronic"
"Taylor Swift","Wildest Dreams",FALSE,2014,78,0.0741,140.06,"pop"
